"40320_16025","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","7 Max Kepler","8 Ryan Jeffers","9 Christian Vazquez","2 Byron Buxton","6 Carlos Correa"
"40320_16026","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","7 Max Kepler","8 Ryan Jeffers","9 Christian Vazquez","6 Carlos Correa","2 Byron Buxton"
"40320_16027","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","7 Max Kepler","9 Christian Vazquez","2 Byron Buxton","6 Carlos Correa","8 Ryan Jeffers"
"40320_16028","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","7 Max Kepler","9 Christian Vazquez","2 Byron Buxton","8 Ryan Jeffers","6 Carlos Correa"
"40320_16029","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","7 Max Kepler","9 Christian Vazquez","6 Carlos Correa","2 Byron Buxton","8 Ryan Jeffers"
"40320_16030","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","7 Max Kepler","9 Christian Vazquez","6 Carlos Correa","8 Ryan Jeffers","2 Byron Buxton"
"40320_16031","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","7 Max Kepler","9 Christian Vazquez","8 Ryan Jeffers","2 Byron Buxton","6 Carlos Correa"
"40320_16032","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","7 Max Kepler","9 Christian Vazquez","8 Ryan Jeffers","6 Carlos Correa","2 Byron Buxton"
"40320_16033","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","8 Ryan Jeffers","2 Byron Buxton","6 Carlos Correa","7 Max Kepler","9 Christian Vazquez"
"40320_16034","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","8 Ryan Jeffers","2 Byron Buxton","6 Carlos Correa","9 Christian Vazquez","7 Max Kepler"
"40320_16035","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","8 Ryan Jeffers","2 Byron Buxton","7 Max Kepler","6 Carlos Correa","9 Christian Vazquez"
"40320_16036","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","8 Ryan Jeffers","2 Byron Buxton","7 Max Kepler","9 Christian Vazquez","6 Carlos Correa"
"40320_16037","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","8 Ryan Jeffers","2 Byron Buxton","9 Christian Vazquez","6 Carlos Correa","7 Max Kepler"
"40320_16038","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","8 Ryan Jeffers","2 Byron Buxton","9 Christian Vazquez","7 Max Kepler","6 Carlos Correa"
"40320_16039","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","8 Ryan Jeffers","6 Carlos Correa","2 Byron Buxton","7 Max Kepler","9 Christian Vazquez"
"40320_16040","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","8 Ryan Jeffers","6 Carlos Correa","2 Byron Buxton","9 Christian Vazquez","7 Max Kepler"
"40320_16041","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","8 Ryan Jeffers","6 Carlos Correa","7 Max Kepler","2 Byron Buxton","9 Christian Vazquez"
"40320_16042","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","8 Ryan Jeffers","6 Carlos Correa","7 Max Kepler","9 Christian Vazquez","2 Byron Buxton"
"40320_16043","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","8 Ryan Jeffers","6 Carlos Correa","9 Christian Vazquez","2 Byron Buxton","7 Max Kepler"
"40320_16044","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","8 Ryan Jeffers","6 Carlos Correa","9 Christian Vazquez","7 Max Kepler","2 Byron Buxton"
"40320_16045","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","8 Ryan Jeffers","7 Max Kepler","2 Byron Buxton","6 Carlos Correa","9 Christian Vazquez"
"40320_16046","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","8 Ryan Jeffers","7 Max Kepler","2 Byron Buxton","9 Christian Vazquez","6 Carlos Correa"
"40320_16047","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","8 Ryan Jeffers","7 Max Kepler","6 Carlos Correa","2 Byron Buxton","9 Christian Vazquez"
"40320_16048","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","8 Ryan Jeffers","7 Max Kepler","6 Carlos Correa","9 Christian Vazquez","2 Byron Buxton"
"40320_16049","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","8 Ryan Jeffers","7 Max Kepler","9 Christian Vazquez","2 Byron Buxton","6 Carlos Correa"
"40320_16050","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","8 Ryan Jeffers","7 Max Kepler","9 Christian Vazquez","6 Carlos Correa","2 Byron Buxton"
"40320_16051","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","8 Ryan Jeffers","9 Christian Vazquez","2 Byron Buxton","6 Carlos Correa","7 Max Kepler"
"40320_16052","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","8 Ryan Jeffers","9 Christian Vazquez","2 Byron Buxton","7 Max Kepler","6 Carlos Correa"
"40320_16053","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","8 Ryan Jeffers","9 Christian Vazquez","6 Carlos Correa","2 Byron Buxton","7 Max Kepler"
"40320_16054","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","8 Ryan Jeffers","9 Christian Vazquez","6 Carlos Correa","7 Max Kepler","2 Byron Buxton"
"40320_16055","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","8 Ryan Jeffers","9 Christian Vazquez","7 Max Kepler","2 Byron Buxton","6 Carlos Correa"
"40320_16056","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","8 Ryan Jeffers","9 Christian Vazquez","7 Max Kepler","6 Carlos Correa","2 Byron Buxton"
"40320_16057","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","9 Christian Vazquez","2 Byron Buxton","6 Carlos Correa","7 Max Kepler","8 Ryan Jeffers"
"40320_16058","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","9 Christian Vazquez","2 Byron Buxton","6 Carlos Correa","8 Ryan Jeffers","7 Max Kepler"
"40320_16059","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","9 Christian Vazquez","2 Byron Buxton","7 Max Kepler","6 Carlos Correa","8 Ryan Jeffers"
"40320_16060","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","9 Christian Vazquez","2 Byron Buxton","7 Max Kepler","8 Ryan Jeffers","6 Carlos Correa"
"40320_16061","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","9 Christian Vazquez","2 Byron Buxton","8 Ryan Jeffers","6 Carlos Correa","7 Max Kepler"
"40320_16062","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","9 Christian Vazquez","2 Byron Buxton","8 Ryan Jeffers","7 Max Kepler","6 Carlos Correa"
"40320_16063","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","9 Christian Vazquez","6 Carlos Correa","2 Byron Buxton","7 Max Kepler","8 Ryan Jeffers"
"40320_16064","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","9 Christian Vazquez","6 Carlos Correa","2 Byron Buxton","8 Ryan Jeffers","7 Max Kepler"
"40320_16065","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","9 Christian Vazquez","6 Carlos Correa","7 Max Kepler","2 Byron Buxton","8 Ryan Jeffers"
"40320_16066","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","9 Christian Vazquez","6 Carlos Correa","7 Max Kepler","8 Ryan Jeffers","2 Byron Buxton"
"40320_16067","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","9 Christian Vazquez","6 Carlos Correa","8 Ryan Jeffers","2 Byron Buxton","7 Max Kepler"
"40320_16068","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","9 Christian Vazquez","6 Carlos Correa","8 Ryan Jeffers","7 Max Kepler","2 Byron Buxton"
"40320_16069","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","9 Christian Vazquez","7 Max Kepler","2 Byron Buxton","6 Carlos Correa","8 Ryan Jeffers"
"40320_16070","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","9 Christian Vazquez","7 Max Kepler","2 Byron Buxton","8 Ryan Jeffers","6 Carlos Correa"
"40320_16071","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","9 Christian Vazquez","7 Max Kepler","6 Carlos Correa","2 Byron Buxton","8 Ryan Jeffers"
"40320_16072","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","9 Christian Vazquez","7 Max Kepler","6 Carlos Correa","8 Ryan Jeffers","2 Byron Buxton"
"40320_16073","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","9 Christian Vazquez","7 Max Kepler","8 Ryan Jeffers","2 Byron Buxton","6 Carlos Correa"
"40320_16074","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","9 Christian Vazquez","7 Max Kepler","8 Ryan Jeffers","6 Carlos Correa","2 Byron Buxton"
"40320_16075","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","9 Christian Vazquez","8 Ryan Jeffers","2 Byron Buxton","6 Carlos Correa","7 Max Kepler"
"40320_16076","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","9 Christian Vazquez","8 Ryan Jeffers","2 Byron Buxton","7 Max Kepler","6 Carlos Correa"
"40320_16077","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","9 Christian Vazquez","8 Ryan Jeffers","6 Carlos Correa","2 Byron Buxton","7 Max Kepler"
"40320_16078","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","9 Christian Vazquez","8 Ryan Jeffers","6 Carlos Correa","7 Max Kepler","2 Byron Buxton"
"40320_16079","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","9 Christian Vazquez","8 Ryan Jeffers","7 Max Kepler","2 Byron Buxton","6 Carlos Correa"
"40320_16080","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","4 Royce Lewis","9 Christian Vazquez","8 Ryan Jeffers","7 Max Kepler","6 Carlos Correa","2 Byron Buxton"
"40320_16081","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","2 Byron Buxton","4 Royce Lewis","7 Max Kepler","8 Ryan Jeffers","9 Christian Vazquez"
"40320_16082","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","2 Byron Buxton","4 Royce Lewis","7 Max Kepler","9 Christian Vazquez","8 Ryan Jeffers"
"40320_16083","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","2 Byron Buxton","4 Royce Lewis","8 Ryan Jeffers","7 Max Kepler","9 Christian Vazquez"
"40320_16084","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","2 Byron Buxton","4 Royce Lewis","8 Ryan Jeffers","9 Christian Vazquez","7 Max Kepler"
"40320_16085","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","2 Byron Buxton","4 Royce Lewis","9 Christian Vazquez","7 Max Kepler","8 Ryan Jeffers"
"40320_16086","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","2 Byron Buxton","4 Royce Lewis","9 Christian Vazquez","8 Ryan Jeffers","7 Max Kepler"
"40320_16087","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","2 Byron Buxton","7 Max Kepler","4 Royce Lewis","8 Ryan Jeffers","9 Christian Vazquez"
"40320_16088","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","2 Byron Buxton","7 Max Kepler","4 Royce Lewis","9 Christian Vazquez","8 Ryan Jeffers"
"40320_16089","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","2 Byron Buxton","7 Max Kepler","8 Ryan Jeffers","4 Royce Lewis","9 Christian Vazquez"
"40320_16090","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","2 Byron Buxton","7 Max Kepler","8 Ryan Jeffers","9 Christian Vazquez","4 Royce Lewis"
"40320_16091","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","2 Byron Buxton","7 Max Kepler","9 Christian Vazquez","4 Royce Lewis","8 Ryan Jeffers"
"40320_16092","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","2 Byron Buxton","7 Max Kepler","9 Christian Vazquez","8 Ryan Jeffers","4 Royce Lewis"
"40320_16093","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","2 Byron Buxton","8 Ryan Jeffers","4 Royce Lewis","7 Max Kepler","9 Christian Vazquez"
"40320_16094","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","2 Byron Buxton","8 Ryan Jeffers","4 Royce Lewis","9 Christian Vazquez","7 Max Kepler"
"40320_16095","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","2 Byron Buxton","8 Ryan Jeffers","7 Max Kepler","4 Royce Lewis","9 Christian Vazquez"
"40320_16096","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","2 Byron Buxton","8 Ryan Jeffers","7 Max Kepler","9 Christian Vazquez","4 Royce Lewis"
"40320_16097","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","2 Byron Buxton","8 Ryan Jeffers","9 Christian Vazquez","4 Royce Lewis","7 Max Kepler"
"40320_16098","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","2 Byron Buxton","8 Ryan Jeffers","9 Christian Vazquez","7 Max Kepler","4 Royce Lewis"
"40320_16099","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","2 Byron Buxton","9 Christian Vazquez","4 Royce Lewis","7 Max Kepler","8 Ryan Jeffers"
"40320_16100","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","2 Byron Buxton","9 Christian Vazquez","4 Royce Lewis","8 Ryan Jeffers","7 Max Kepler"
"40320_16101","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","2 Byron Buxton","9 Christian Vazquez","7 Max Kepler","4 Royce Lewis","8 Ryan Jeffers"
"40320_16102","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","2 Byron Buxton","9 Christian Vazquez","7 Max Kepler","8 Ryan Jeffers","4 Royce Lewis"
"40320_16103","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","2 Byron Buxton","9 Christian Vazquez","8 Ryan Jeffers","4 Royce Lewis","7 Max Kepler"
"40320_16104","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","2 Byron Buxton","9 Christian Vazquez","8 Ryan Jeffers","7 Max Kepler","4 Royce Lewis"
"40320_16105","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","4 Royce Lewis","2 Byron Buxton","7 Max Kepler","8 Ryan Jeffers","9 Christian Vazquez"
"40320_16106","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","4 Royce Lewis","2 Byron Buxton","7 Max Kepler","9 Christian Vazquez","8 Ryan Jeffers"
"40320_16107","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","4 Royce Lewis","2 Byron Buxton","8 Ryan Jeffers","7 Max Kepler","9 Christian Vazquez"
"40320_16108","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","4 Royce Lewis","2 Byron Buxton","8 Ryan Jeffers","9 Christian Vazquez","7 Max Kepler"
"40320_16109","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","4 Royce Lewis","2 Byron Buxton","9 Christian Vazquez","7 Max Kepler","8 Ryan Jeffers"
"40320_16110","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","4 Royce Lewis","2 Byron Buxton","9 Christian Vazquez","8 Ryan Jeffers","7 Max Kepler"
"40320_16111","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","4 Royce Lewis","7 Max Kepler","2 Byron Buxton","8 Ryan Jeffers","9 Christian Vazquez"
"40320_16112","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","4 Royce Lewis","7 Max Kepler","2 Byron Buxton","9 Christian Vazquez","8 Ryan Jeffers"
"40320_16113","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","4 Royce Lewis","7 Max Kepler","8 Ryan Jeffers","2 Byron Buxton","9 Christian Vazquez"
"40320_16114","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","4 Royce Lewis","7 Max Kepler","8 Ryan Jeffers","9 Christian Vazquez","2 Byron Buxton"
"40320_16115","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","4 Royce Lewis","7 Max Kepler","9 Christian Vazquez","2 Byron Buxton","8 Ryan Jeffers"
"40320_16116","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","4 Royce Lewis","7 Max Kepler","9 Christian Vazquez","8 Ryan Jeffers","2 Byron Buxton"
"40320_16117","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","4 Royce Lewis","8 Ryan Jeffers","2 Byron Buxton","7 Max Kepler","9 Christian Vazquez"
"40320_16118","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","4 Royce Lewis","8 Ryan Jeffers","2 Byron Buxton","9 Christian Vazquez","7 Max Kepler"
"40320_16119","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","4 Royce Lewis","8 Ryan Jeffers","7 Max Kepler","2 Byron Buxton","9 Christian Vazquez"
"40320_16120","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","4 Royce Lewis","8 Ryan Jeffers","7 Max Kepler","9 Christian Vazquez","2 Byron Buxton"
"40320_16121","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","4 Royce Lewis","8 Ryan Jeffers","9 Christian Vazquez","2 Byron Buxton","7 Max Kepler"
"40320_16122","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","4 Royce Lewis","8 Ryan Jeffers","9 Christian Vazquez","7 Max Kepler","2 Byron Buxton"
"40320_16123","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","4 Royce Lewis","9 Christian Vazquez","2 Byron Buxton","7 Max Kepler","8 Ryan Jeffers"
"40320_16124","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","4 Royce Lewis","9 Christian Vazquez","2 Byron Buxton","8 Ryan Jeffers","7 Max Kepler"
"40320_16125","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","4 Royce Lewis","9 Christian Vazquez","7 Max Kepler","2 Byron Buxton","8 Ryan Jeffers"
"40320_16126","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","4 Royce Lewis","9 Christian Vazquez","7 Max Kepler","8 Ryan Jeffers","2 Byron Buxton"
"40320_16127","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","4 Royce Lewis","9 Christian Vazquez","8 Ryan Jeffers","2 Byron Buxton","7 Max Kepler"
"40320_16128","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","4 Royce Lewis","9 Christian Vazquez","8 Ryan Jeffers","7 Max Kepler","2 Byron Buxton"
"40320_16129","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","7 Max Kepler","2 Byron Buxton","4 Royce Lewis","8 Ryan Jeffers","9 Christian Vazquez"
"40320_16130","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","7 Max Kepler","2 Byron Buxton","4 Royce Lewis","9 Christian Vazquez","8 Ryan Jeffers"
"40320_16131","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","7 Max Kepler","2 Byron Buxton","8 Ryan Jeffers","4 Royce Lewis","9 Christian Vazquez"
"40320_16132","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","7 Max Kepler","2 Byron Buxton","8 Ryan Jeffers","9 Christian Vazquez","4 Royce Lewis"
"40320_16133","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","7 Max Kepler","2 Byron Buxton","9 Christian Vazquez","4 Royce Lewis","8 Ryan Jeffers"
"40320_16134","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","7 Max Kepler","2 Byron Buxton","9 Christian Vazquez","8 Ryan Jeffers","4 Royce Lewis"
"40320_16135","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","7 Max Kepler","4 Royce Lewis","2 Byron Buxton","8 Ryan Jeffers","9 Christian Vazquez"
"40320_16136","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","7 Max Kepler","4 Royce Lewis","2 Byron Buxton","9 Christian Vazquez","8 Ryan Jeffers"
"40320_16137","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","7 Max Kepler","4 Royce Lewis","8 Ryan Jeffers","2 Byron Buxton","9 Christian Vazquez"
"40320_16138","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","7 Max Kepler","4 Royce Lewis","8 Ryan Jeffers","9 Christian Vazquez","2 Byron Buxton"
"40320_16139","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","7 Max Kepler","4 Royce Lewis","9 Christian Vazquez","2 Byron Buxton","8 Ryan Jeffers"
"40320_16140","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","7 Max Kepler","4 Royce Lewis","9 Christian Vazquez","8 Ryan Jeffers","2 Byron Buxton"
"40320_16141","1 Willi Castro","5 Edouard Julien","3 Matt Wallner","6 Carlos Correa","7 Max Kepler","8 Ryan Jeffers","2 Byron Buxton","4 Royce Lewis","9 Christian Vazquez"
